"ID","title","abstract","authors","date","category","doi","version","author_corresponding","author_corresponding_institution","link_page","link_pdf","license","published","data_avail","decision"
75,"Automated interpretation of the coronary angioscopy with deep convolutional neural networks","Background: Coronary angioscopy (CAS) is a useful modality to assess atherosclerotic changes, but interpretation of the images requires expert knowledge. Deep convolutional neural networks (DCNN) can be used for diagnostic prediction and image synthesis. Methods: 107 images from 47 patients, who underwent coronary angioscopy in our hospital between 2014 and 2017, and 864 images, selected from 142 MEDLINE-indexed articles published between 2000 and 2019, were analyzed. First, we developed a prediction model for the angioscopic findings. Next, we made a generative adversarial networks (GAN) model to simulate the CAS images. Finally, we tried to control the output images according to the angioscopic findings with conditional GAN architecture. Results: For both yellow color (YC) grade and neointimal coverage (NC) grade, we could observe strong correlations between the true grades and the predicted values (YC grade, average r value = 0.80 {+/-} 0.02, p-value <0.001; NC grade, average r value = 0.73 {+/-} 0.02, p < 0.001). The binary classification model for the red thrombus yielded 0.71 {+/-} 0.03 F1- score and the area under the ROC curve (AUC) was 0.91 {+/-} 0.02. The standard GAN model could generate realistic CAS images (average Inception score = 3.57 {+/-} 0.06). GAN-based data augmentation improved the performance of the prediction models. In the conditional GAN model, there were significant correlations between given values and expert's diagnosis in YC grade but not in NC grade. Conclusion: DCNN is useful in both predictive and generative modeling that can help develop the diagnostic support system for CAS.","Miyoshi, T.; Higaki, A.; Kawakami, H.; Yamaguchi, O.",20200108,"Cardiovascular Medicine","10.1101/19001693",3,"Akinori Higaki","Lady Davis Institute for Medical Research, Jewish General Hospital, McGill University, Montreal, QC, Canada","https://www.medrxiv.org/content/10.1101/19001693v3?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001693v3.full.pdf","cc_by_nc_nd",NA,"The publication list where we collected angioscopic images and the source code of the prediction and generative models are available from the public online repository. The de-identified angioscopic images we used in this study are available directly from the corresponding author upon reasonable request. http://dx.doi.org/10.17632/9dx23j5d64.1",2
77,"Bayesian spatial modelling of childhood cancer incidence in Switzerland using exact point data: A nationwide study during 1985-2015.","Background: The aetiology of most childhood cancers is largely unknown. Spatially varying environmental factors such as traffic-related air pollution, background radiation and agricultural pesticides might contribute to the development of childhood cancer. We investigated the spatial variation of childhood cancers in Switzerland using exact geocodes of place of residence. Methods: We included 5,947 children diagnosed with cancer during 1985-2015 at age 0-15 from the Swiss Childhood Cancer Registry. We modelled cancer risk using log-Gaussian Cox processes and indirect standardization to adjust for age and year of diagnosis. We examined whether the modelled spatial variation of risk can be explained by ambient air concentration of NO2, natural background radiation, area-based socio-economic position (SEP), linguistic region, years of existing general cancer registration in the canton or degree of urbanization. Results: For all childhood cancers combined, the posterior median relative risk (RR), compared to the national level, varied by location from 0.83 to 1.13 (min to max). Corresponding ranges were 0.96 to 1.09 for leukaemia, 0.90 to 1.13 for lymphoma, and 0.82 to 1.23 for CNS tumours. The covariates considered explained 72% of the observed spatial variation for all cancers, 81% for leukaemia, 82% for lymphoma and 64% for CNS tumours. There was evidence of an association of background radiation and SEP with incidence of CNS tumours, (1.19;0.98-1.40) and (1.6;1-1.13) respectively. Conclusion: Of the investigated diagnostic groups, childhood CNS tumours show the largest spatial variation in Switzerland. The selected covariates only partially explained the observed variation of CNS tumours suggesting that other environmental factors also play a role.","Konstantinoudis, G.; Schuhmacher, D.; Ammann, R.; Diesch, T.; Kuehni, C.; Spycher, B. D.",20190715,"Epidemiology","10.1101/19001545",2,"Ben Daniel Spycher","Institute of social and preventive medicine, University of Bern","https://www.medrxiv.org/content/10.1101/19001545v2?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001545v2.full.pdf","cc_by","10.1186/s12942-020-00211-7","The outcome data includes sensitive geographical information about children with cancer in Switzerland and thus cannot be made available.",1
79,"Public knowledge and attitude towards epilepsy and its associated factors in Debre Berhan, North Shoa, Amhara Region, Ethiopia, 2018/19. Community based cross sectional study","Introduction: Epilepsy is chronic brain disorder characterized by recurrent derangement of the nervous system due to sudden excessive disorderly discharge of the cerebral neurons. People living with epilepsy continue to suffer from enacted or perceived stigma that is based on myths, misconceptions, and misunderstandings that have persisted for many years. Therefore, this study aimed to assess the community general knowledge and attitude towards epilepsy. Methods: Community based cross sectional study was conducted to assess public general knowledge and attitude towards epilepsy and its associated factors using structured pretested questionnaire. Data was entered into Epi data version 3.1 and transported to SPSS version 21 further analysis. Both Bivariable and Multivariable Logistic Regression was done to identify associated factors. Odds Ratios and their 95% Confidence interval was computed and variables with p value less than 0.05 was considered significantly associated factors. Results: 596 study participants were participated with a response rate of 98%. Among the study participants 43.6 (95% CI: 39.6, 47.5) had poor knowledge and 41.3 (95% CI: 37.4, 45.1) had unfavorable attitude. Being secondary education, marital status, witnessed seizure, and heard the term epilepsy were showed statistically significant association with poor knowledge about epilepsy. Level of education, low average monthly income, not witnessed seizure, not heard the term epilepsy and distant from health facility showed statically significant association with the unfavorable attitude. Conclusion: In this study, Debre Berhan communities were found to have deficits in terms of general knowledge and attitude about epilepsy; and it should be given due attention.","Dargie, A. W.; Engidaw, N. A.; Basha, E. A.",20190715,"Epidemiology","10.1101/19001578",2,"Abate Wubetu Dargie Jr.","Debre Berhan University","https://www.medrxiv.org/content/10.1101/19001578v2?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001578v2.full.pdf","cc_by_nc_nd",NA,"All relevant materials and data supporting the findings of this study are contained within the manuscript. The remaining data will be available with a reasonable request of the corresponding author.",2
82,"The relationship between antihypertensive medications and mood disorders: analysis of linked healthcare data for 1.8 million patients.","Background: Recent work suggests that antihypertensive medications may be useful as repurposed treatments for mood disorders. Using large-scale linked healthcare data we investigated whether certain classes of antihypertensive, such as angiotensin antagonists and calcium channel blockers, were associated with reduced risk of new-onset Major Depressive Disorder (MDD) or bipolar disorder. Method: Two cohorts of patients treated with antihypertensives were identified from Scottish prescribing (2009-2016) and hospital admission (1981-2016) records. Eligibility for cohort membership was determined by receipt of a minimum of four prescriptions for antihypertensives within a 12-month window. One treatment cohort (n=538,730) included patients with no previous history of mood disorder, whereas the other (n=262,278) included those who did. Both cohorts were matched by age, sex and area deprivation to untreated comparators. Associations between antihypertensive treatment and new-onset MDD or bipolar episodes were investigated using Cox regression. Results: For patients without a history of mood disorder, antihypertensives were associated with increased risk of new-onset MDD. For angiotensin antagonist monotherapy, the hazard ratio (HR) for new-onset MDD was 1.17 (95%CI 1.04-1.31). Beta blockers' association was stronger (HR 2.68; 95%CI 2.45-2.92), possibly indicating pre-existing anxiety. Some classes of antihypertensive were associated with protection against bipolar disorder, particularly angiotensin antagonists (HR 0.46; 95%CI 0.30-0.70). For patients with a past history of mood disorders, all classes of antihypertensives were associated with increased risk of future episodes of MDD. Conclusions: There was no evidence that antihypertensive medications prevented new episodes of MDD but angiotensin antagonists may represent a novel treatment avenue for bipolar disorder.","Shaw, R. J.; Mackay, D.; Pell, J. P.; Padmanabhan, S.; Bailey, D. S.; Smith, D. J.",20200123,"Psychiatry And Clinical Psychology","10.1101/19001719",3,"Richard John Shaw","University of Glasgow","https://www.medrxiv.org/content/10.1101/19001719v3?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001719v3.full.pdf","cc_no","10.1017/S0033291719004094","Data cannot be shared publicly because it includes confidential medical records. Researchers can apply for access by submitting an application to the Public Benefit and Privacy Panel (PBPP) at NHS Scotland ISD.",4
83,"Impact of a regional educational advertising campaign on harm perceptions of e-cigarettes, prevalence of e-cigarette use, and quit attempts among smokers","Background: We evaluated how effective an advertising campaign that was piloted by Cancer Research UK in January/February 2018 was at promoting quit attempts by increasing awareness of the relative harms of e-cigarettes compared with smoking. Methods: Adults ([&ge;]16 years, n = 2217) living in Greater Manchester (campaign region) and Yorkshire & Humber and the North East of England (control regions) completed cross-sectional surveys immediately before and after the campaign period. Surveys measured socio-demographics, perceptions and use of e-cigarettes, and motivation and attempts to quit smoking. We tested interactions between time (pre, post) and region (campaign, control). Results: 36.7% (95% CI 33.0% - 40.6%) of those in the intervention region recognised the campaign. In the general population, interactions were non-significant for all outcomes except for perception of e-cigarettes as effective cessation aids, with smaller increases from pre- to post-campaign in the campaign (49.9% to 54.0%) compared with the control region (40.5% to 55.0%; OR = 0.66, 95% CI 0.45 - 0.98). Among smokers, motivation to quit increased in the intervention region (44.0% to 48.0%) but decreased in the control region (40.5% to 21.5%; OR = 2.97, 95% CI 1.25 - 7.16), with no other significant differences between regions over time. A Bayesian analysis confirmed that non-significant results were inconclusive. Conclusions: Compared with the control region, the campaign was associated with an increase in smokers' motivation to quit but a smaller increase in adults' perception of e-cigarettes as an effective cessation aid. There was insufficient evidence to determine whether the campaign affected other outcomes.","Tattan-Birch, H.; Jackson, S. E.; Ide, C.; Bauld, L.; Shahab, L.",20190708,"Public And Global Health","10.1101/19001610",1,"Harry Tattan-Birch","University College London, UK","https://www.medrxiv.org/content/10.1101/19001610v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001610v1.full.pdf","cc_by_nc",NA,"The preregistered analysis plan, data and code used to generate results is available on the Open Science Framework (https://osf.io/uswpj/). https://osf.io/uswpj/",6
84,"Plasma Itaconate elevation following successful cDMARD treatment in early rheumatoid arthritis patients elucidates disease activity associated macrophage activation","Objective. To characterize changes in the plasma metabolic profile in newly diagnosed rheumatoid arthritis (RA) patients upon commencement of conventional disease modifying anti-rheumatic drug (cDMARD) therapy. Methods. Plasma samples collected in an early RA randomized strategy study (NCT00920478) that compared clinical (DAS) disease activity assessment with musculoskeletal ultrasound assessment (MSUS) to drive treatment decisions were subjected to untargeted metabolomic analysis. Metabolic profiles were collected at pre- and 3 months post commencement of non-biologic cDMARD. Metabolites that changed in association with changes in the DAS44 score were identified at the 3 month timepoint. Results. A total of ten metabolites exhibited a clear correlation with reduction in DAS44 score following cDMARD commencement, particularly itaconate, its derived anhydride and a derivative of itaconate coA. Increasing itaconate correlated with improved DAS44 score and decreasing levels of CRP. Conclusion. cDMARD treatment effects invoke consistent changes in plasma detectable metabolites, that in turn implicate clinical disease activity with macrophages. Such changes inform RA pathogenesis and reveal for the first time a link between itaconate production and resolution of an inflammatory disease in humans. Quantitative metabolic biomarker based tests of clinical change in state are feasible and should be developed around the itaconate pathway.","Daly, R.; Blackburn, G.; Mudaliar, M.; Burgess, K.; Stirling, A.; Porter, D.; Mcinnes, I.; Barrett, M. P.; Dale, J.",20190708,"Rheumatology","10.1101/19001594",1,"James Dale","University of Glasgow","https://www.medrxiv.org/content/10.1101/19001594v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001594v1.full.pdf","cc_no",NA,"Please contact the corresponding author in regards to accessing the experimental data.",2
85,"Reduced survival in COPD patients who received long-term oxygen therapy without meeting prescription criteria: a preliminary study","Background: Randomized clinical trials have provided clear evidence that long-term oxygen therapy (LTOT) increases life expectancy in severely hypoxemic COPD patients. However, in real-life settings, in global COPD cohorts, a paradoxical 2-3-fold increased risk of death has been reported in patients under LTOT. This discrepancy could be explained by a subgroup of patients under LTOT who do not meet the current guidelines and for whom LTOT would be associated with poor prognosis. This retrospective study of a global COPD cohort therefore sought to: (1) determine if a subgroup of patients under LTOT without severe hypoxemia could be distinguished, and (2) compare the mortality risk according to hypoxemia severity and LTOT prescription. Method: The sample was taken from a database (NCT02055885) on 191 stable COPD patients (age: 65.1{+/-}9.8 years, 85 women) admitted for a pulmonary rehabilitation program between 2009 and 2012 and followed until 1 January 2018. Uni- and multivariate Cox proportional hazard ratio (HR) models were used to examine the associations between clinical characteristics (age, sex, blood gases, etc.), LTOT according to PaO2 level, and mortality. Results: Forty patients (21%) were under LTOT at PR entry despite not meeting the O2 prescription criteria. Patients under LTOT had a nearly 2-fold higher mortality risk adjusted by covariates (HRmultivariate=1.83; p=0.009). Furthermore, the higher mortality risk under LTOT was specific to the patients under LTOT without severe hypoxemia (HRmultivariate=2.39; p=0.04). Conclusion: The association between LTOT and mortality might be attributed to a subgroup under LTOT despite not/no longer meeting the LTOT criteria. Further studies are needed to identify the physiological basis of this phenomenon.","Alexandre, F.; Varray, A.; Stephan, Y.; Hayot, M.; Heraud, N.",20190708,"Respiratory Medicine","10.1101/19000760",1,"Francois Alexandre","Les Cliniques du Souffle, groupe 5-Sante","https://www.medrxiv.org/content/10.1101/19000760v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000760v1.full.pdf","cc_by_nd",NA,"The data are fully available on request to comitederecherche@5-sante.fr",2
86,"Oncofetal Protein Cripto-1 in a new clinical role: a potential tumor marker for Oral Squamous Cell Carcinoma.","PURPOSE: CR-1 (CR-1) is an oncofetal protein with its role as a key factor in early process of carcinoma has been evaluated in cases of various cancers. However, very few studies have reported its role in oral cancers, which is the sixth most common cancer around the world, particularly with high prevalence in developing countries. Oral squamous cell carcinoma (OSCC) is the most predominant (90%) of all the histological types of oral cancer. Late detection, associated with increased morbidity and mortality, is mainly attributed to non-availability of a suitable biomarker for the disease. In the present pilot study we have evaluated the role of soluble CR-1, in serum as a potential tumor marker for OSCC. METHODS: CR-1 was estimated using sandwich ELISA in serum samples of 50 biopsy proven OSCC patients (pre and post treatment) along with age and gender matched healthy controls. Immunohistochemistry was also done in corresponding tumor tissue sections to check the expression of CR-1. RESULTS: Pre-treatment CR-1 was found to be 2.25 fold higher in serum of OSCC patients as compared to control (p<0.0001***), which was reduced to 1.6 folds post treatment (p=0.0006***). CR-1 levels were comparatively higher in early stage of disease. Upon IHC 80% of the cases were found to be positive for CR-1. CONCLUSION: This study provides evidence that serum levels of CR-1 are elevated in patients of Oral Squamous Cell Carcinoma, which decrease post treatment. Also, the association of expression of protein with tumor progression predicts CR-1 as a molecule that can be further evaluated as a potential tumor maker in OSCC.","Jain, A.; Mallupattu, S. K.; Thakur, R.; Mohindra, S.; Bal, A.; Das, A.; Ghoshal, S.; Pal, A.",20190708,"Oncology","10.1101/19000950",1,"Arnab Pal","Department of Biochemistry, Post Graduate Institute of Medical Education and Research","https://www.medrxiv.org/content/10.1101/19000950v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19000950v1.full.pdf","cc_by_nc",NA,"All raw data is available from corresponding author on request.",2
87,"Higher energy requirement during weight-loss maintenance on a low- versus high-carbohydrate diet: secondary analyses from a randomized controlled feeding study","Background: Longer-term feeding studies suggest that a low-carbohydrate diet increases energy expenditure, consistent with the carbohydrate-insulin model of obesity. However, the validity of methodology utilized in these studies, involving doubly-labeled water, has been questioned. Objective: The aim of this study was to determine whether dietary energy requirement for weight-loss maintenance is higher on a low- versus high-carbohydrate diet. Methods: The study reports secondary outcomes and exploratory analyses from a feeding study in which the primary outcome was total energy expenditure. After attaining a mean Run-in weight loss of 10.5%, 164 adults with pre-weight-loss BMI of [&ge;]25 were randomly assigned to Test diets containing Low (20%), Moderate (40%) or High (60%) carbohydrate for 20 weeks. Calorie content of Test diets was adjusted to maintain individual body weight within 2 kg of the post-weight-loss value. In analyses by Intention-to-Treat (ITT, study completers, n=148) and Per Protocol (PP, those achieving the weight-loss maintenance target, n=110), we compared estimated energy requirement from 10 to 20 weeks on the Test diets using ANCOVA. Insulin secretion was assessed pre-weight-loss as insulin concentration 30 minutes following 75 grams oral glucose (Insulin-30). Results: Estimated energy requirement was higher in the Low vs High group by models involving ITT (ranging from 181 [CI 8-353] to 223 [40-406] kcal/d; P[&le;];0.04) and PP (ranging from 245 [43-446] to 295 [91-499] kcal/d; P[&le;];0.02). This difference remained significant in sensitivity analyses accounting for change in adiposity and possible non-adherence. In observational analyses, pre-weight loss Insulin-30 predicted adverse change in body composition following weight loss. Conclusions: Energy requirement was higher on a low- versus high-carbohydrate diet during weight-loss maintenance, commensurate with total energy expenditure. These data are consistent with the carbohydrate-insulin model and lend qualified support for the validity of the doubly-labeled water method with diets varying in macronutrient composition.","Ebbeling, C. B.; Bielak, L.; Lakin, P. R.; Klein, G. L.; Wong, J. M.; Luoto, P. K.; Wong, W. W.; Ludwig, D. S.",20190711,"Nutrition","10.1101/19001248",1,"David S Ludwig","Boston Children\'s Hospital, Harvard Med School","https://www.medrxiv.org/content/10.1101/19001248v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001248v1.full.pdf","cc_by_nc_nd",NA,"The protocol and full dataset will be available at Open Science Framework upon peer review publication (https://osf.io/rvbuy/).",3
88,"Detection of malaria parasites in dried human blood spots using mid-infrared spectroscopy and logistic regression analysis","Background: Epidemiological surveys of malaria currently rely on microscopy, polymerase chain reaction assays (PCR) or rapid diagnostic test kits for Plasmodium infections (RDTs). This study shows that mid-infrared (MIR) spectroscopy coupled with supervised machine learning could constitute an alternative method for rapid malaria screening, directly from dried human blood spots. Methods: Filter papers containing dried blood spots (DBS) were obtained from a cross-sectional malaria survey in twelve wards in south-eastern Tanzania in 2018/19. The DBS were scanned using attenuated total reflection-Fourier transform infrared (ATR-FTIR) spectrometer to obtain high-resolution MIR spectra in the range, 4000 cm-1 to 500 cm-1. The spectra were cleaned to compensate for atmospheric water vapor and CO2 interference bands and used to train different classification algorithms to distinguish between malaria-positive and malaria-negative DBS papers based on PCR test results as reference. The analysis considered 296 individuals, including 123 PCR-confirmed malaria-positives and 173 negatives. Model training was done using 80% of the dataset, after which the best-fitting model was optimized by bootstrapping of 80/20 train/test stratified splits. The trained models were evaluated by predicting Plasmodium falciparum positivity in the 20% validation set of DBS. Results: Logistic regression was the best-performing model. Considering PCR as reference, the models attained overall accuracies of 92% for predicting P. falciparum infections (specificity = 91.7%; sensitivity = 92.8%) and 85% for predicting mixed infections of P. falciparum and P. ovale (specificity = 85%, sensitivity = 85%) in the field-collected specimen. Conclusion: These results demonstrate that mid-infrared spectroscopy coupled with supervised machine learning (MIR-ML) could be used to screen for malaria parasites in dried human blood spots. The approach could have potential for rapid and high-throughput screening of Plasmodium infections in both non-clinical settings (e.g. field surveys) and clinical settings (diagnosis to aid case management). However, full utility will require further advances in classification algorithms, field validation of this technology in other study sites and an in-depth evaluation of the biological basis of the observed test results. Training the models on larger datasets could also improve specificity and sensitivity of the technique. The MIR-ML spectroscopy system is robust, low-cost, and requires minimum maintenance.","Mwanga, E. P.; Minja, E. G.; Mrimi, E.; Gonzalez Jimenez, M.; Swai, J. K.; Abbas, S.; Ngowo, H. S.; Siria, D. J.; Mapua, S. A.; Stica, C.; Maia, M. F.; Olotu, A.; Sikulu-Lord, M. T.; Baldini, F.; Ferguson, H. M.; Wynne, K.; Selvaraj, P.; Babayan, S. A.; Okumu, F. O.",20190712,"Infectious Diseases","10.1101/19001206",1,"Fredros O Okumu","Environmental Health and Ecological Sciences Department, Ifakara Health Institute, Morogoro, Tanzania; Institute of Biodiversity, Animal Health and Comparative ","https://www.medrxiv.org/content/10.1101/19001206v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001206v1.full.pdf","cc_by_nc_nd",NA,"All data for this study will be available upon request https://github.com/MwangaEP/Mannu-ML-projects/tree/master/My%20projects/DBS%20work",2
89,"Post-Exposure Effects of Vaccines on Infectious Diseases","Many available vaccines have demonstrated post-exposure effectiveness, but no published systematic reviews have synthesized these findings. We searched the PubMed database for clinical trials and observational human studies concerning the post-exposure vaccination effects, targeting infections with an FDA-licensed vaccine plus dengue, hepatitis E, malaria, and tick borne encephalitis, which have licensed vaccines outside of the U.S. Studies concerning animal models, serologic testing, and pipeline vaccines were excluded. Eligible studies were evaluated by definition of exposure, and their attempt at distinguishing pre- and post-exposure effects was rated on a scale of 1-4. We screened 4518 articles and ultimately identified 14 clinical trials and 31 observational studies for this review, amounting to 45 eligible articles spanning 7 of the 28 vaccine-preventable diseases. For secondary attack rate, this body of evidence found the following medians for post-exposure vaccination effectiveness: hepatitis A: 85% (IQR: 28; 5 sources), hepatitis B: 85% (IQR: 22; 5 sources), measles: 83% (IQR: 21; 8 sources), varicella: 67% (IQR: 48; 9 sources), smallpox: 45% (IQR: 39; 4 sources), and mumps: 38% (IQR: 7; 2 sources). For case fatality proportions resulting from rabies and smallpox, the vaccine efficacies had medians of 100% (IQR: 0; 6 sources) and 63% (IQR: 50; 8 sources) post-exposure. Although mainly used for preventive measures, many available vaccines can modify or preclude disease if administered after exposure. This post-exposure effectiveness could be important to consider during vaccine trials and while developing new vaccines.","Gallagher, T. E.; Lipsitch, M.",20190712,"Infectious Diseases","10.1101/19001396",1,"Tara E Gallagher","Dartmouth College","https://www.medrxiv.org/content/10.1101/19001396v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001396v1.full.pdf","cc_by_nd","10.1093/epirev/mxz014","The data that support the findings of this study are available in the public domain at NCBI - PubMed. Their references are listed within the review.",5
90,"Epigenetic field cancerization in breast cancer using subject-matched tumor, ipsilateral-normal, and contralateral-normal tissues","Background: Emerging work has demonstrated that histologically normal (non-tumor) tissue adjacent to breast tumor tissue shows evidence of molecular alterations related to tumorigenesis, referred to as field cancerization effects. Although changes in DNA methylation are known to occur early in breast carcinogenesis and the landscape of breast tumor DNA methylation is profoundly altered compared with normal tissue, there have been limited efforts to identify DNA methylation field cancerization effects in histologically normal breast tissue adjacent to tumor. Methods: Matched tumor, histologically normal tissue of the ipsilateral breast (ipsilateral-normal), and histologically normal tissue of the contralateral breast (contralateral-normal) were obtained from nine women undergoing bilateral mastectomy. Laser capture microdissection was used to select breast epithelial cells from normal tissues, and neoplastic cells from tumor specimens for genome-scale measures of DNA methylation with the Illumina HumanMethylationEPIC array. Results: We identified substantially more CpG loci that were differentially methylated between contralateral-normal breast and tumor tissue (63,271 CpG loci q < 0.01), than between ipsilateral-normal tissue and tumor (38,346 CpG loci q < 0.01). In addition, we identified differential methylation in ipsilateral-normal relative to contralateral-normal tissue (9,562 CpG loci p < 0.01). Hypomethylated loci in ipsilateral normal relative to contralateral were significantly enriched for breast cancer-relevant transcription factor binding sites including those for ESR1, FoxA1, and GATA3. Hypermethylated loci in ipsilateral-normal relative to contralateral-normal tissue were significantly enriched for CpG island shore regions. Conclusions: Our results indicate that early hypermethylation events in breast carcinogenesis are more likely to occur in the regions immediately surrounding CpG islands than CpG islands per se, reflecting a field effect of the tumor on surrounding histologically normal tissue. This work offers an opportunity to focus investigations of early DNA methylation alterations in breast carcinogenesis and potentially develop epigenetic biomarkers of disease risk.","Muse, M. E.; Titus, A. J.; Salas, L. A.; Wilkins, O. M.; Mullen, C.; Gregory, K. J.; Schneider, S. S.; Crisi, G. M.; Jarwale, R. M.; Otis, C. N.; Christensen, B. C.; Arcaro, K. F.",20190712,"Epidemiology","10.1101/19002014",1,"Kathleen F. Arcaro","University of Massachusetts, Amherst, MA","https://www.medrxiv.org/content/10.1101/19002014v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19002014v1.full.pdf","cc_by_nc_nd",NA,"The datasets generated and analyzed during the current study are available in the Gene Expression Omnibus under the accession number GSE133985 (https://www.ncbi.nlm.nih.gov/geo/).",7
91,"The fecal microbiome in diverticulitis and asymptomatic diverticulosis: A case-control study in the US","Objective: The intestinal microbiota are hypothesized to play a role in the pathogenesis of diverticulitis. We compared fecal microbial communities in individuals with diverticulitis to those with uncomplicated diverticulosis. Methods: We used 16S ribosomal RNA gene sequencing to assess and compare the microbiota composition of fecal samples from 10 patients presenting with acute diverticulitis (cases) and 10 controls with asymptomatic diverticulosis matched on age and sex. Results: We found differences in the distribution of relative abundances of bacterial phyla and genera in diverticulitis cases versus diverticulosis controls. At the phyla level, Verrucomicrobia was more abundant on average in diverticulitis cases at the time of diagnosis than in diverticulosis controls (p=0.07). Univariate analysis identified a significant increase in the genera Coriobacteria (p=0.050), Anaerotruncus (0.046), Subdoliganulum (p=0.034), Marvinabryantia (p=0.006), and Akkermansia (p=0.04), and a decrease in Barnesiella (p=0.035) and Coprococcus (p=0.035) in diverticulitis cases at the time of diagnosis compared to diverticulosis controls. However, after correction for multiple comparisons, these differences were no longer significant. Partial least squares discriminant analysis on all microbial genera showed partial separation of diverticulitis cases at diagnosis and diverticulosis controls. The microbial alpha diversity was higher in diverticulitis cases at time of diagnosis vs controls but this was not significant (Shannon diversity index 7.4{+/-}0.6 vs 6.8{+/-}0.7, p=0.08). Conclusions: Individuals with diverticulitis differ","Hullar, M. A.; Sandstrom, R. S.; Stamatoyannopoulos, J. A.; Lampe, J. W.; Strate, L. L.",20190712,"Gastroenterology","10.1101/19001404",1,"Lisa L Strate","University of Washington School of Medicine","https://www.medrxiv.org/content/10.1101/19001404v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001404v1.full.pdf","cc_no",NA,"Sequences have been deposited in the Sequence Read Archive of NCBI under accession number SUB2127005",7
94,"P-hacking in clinical trials and how incentives shapethe distribution of results across phases","Planning and execution of clinical research and publication of results should conform to the highest ethical standards, given that human lives are at stake. However, economic incentives can generate conflicts of interest for investigators, who may be inclined to withhold unfavorable results or even tamper with the data. Analyzing p-values reported to the ClinicalTrials.gov registry with two different methodologies, we find suspicious patterns only for results from trials conducted by smaller industry sponsors, with presumably less reputation at stake. First, a density discontinuity test reveals an upward jump at the classical threshold for statistical significance for Phase 3 results by small industry sponsors, suggesting some selective reporting. Second, we find an excess mass of significant results in Phase 3 compared to Phase 2. However, we can explain almost completely this excess mass for large industry sponsors, once we account for the incentives to selectively continue research through a novel technique linking trials across phases. In contrast, for trials sponsored by small pharmaceutical companies, selective continuation of trials economizing on research costs only explains one third of the increase in the number of significant results from Phase 2 to Phase 3. The different pattern depending on the type of sponsor suggests that reputational concerns can mitigate the short-run economic incentives that undermine integrity in reporting results of clinical research.","Adda, J.; Decker, C.; Ottaviani, M.",20200327,"Health Economics","10.1101/19001495",3,"Marco Ottaviani","Bocconi University","https://www.medrxiv.org/content/10.1101/19001495v3?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001495v3.full.pdf","cc_no",NA,"The study is based on publicly available data. https://clinicaltrials.gov",9
96,"Cardiac arrest outcomes after targeted temperature management with an esophageal cooling device","Objective: To assess the efficacy of an esophageal device to provide TTM (Target Temperature Management) post Cardiac Arrest. Design: A chart review of all patients treated with ETTM, following cardiac arrest. Initial patient temperature, time to target, supplemental methods (water blankets, head wraps, or ice packs), and patient survival were extracted for analysis. Setting: Community Medical Center Intensive Care Unit. Patients: All patients receiving TTM via an esophageal device post Cardiac Arrest from August 2016 to November 2018. Interventions: TTM both cooling and warming via an esophageal device. Measurements and Results: A total of 54 patients were treated from August 2016 to November 2018; 30 received ETM only, 22 received supplemental cooling, and 2 had treatment discontinued prior to reaching target due to recovery. Target temperatures ranged from 32 to 36 degrees. The median time to target temperature for the entire cohort was 219 minutes (IQR 81-415). For the cohorts without, and with, supplemental cooling modalities, the median time to attain target temperature was 128 minutes (IQR 71-334), and 285 minutes (IQR 204-660), respectively. Survival to ICU discharge was 51.9% for the entire cohort. Conclusions: ETM attains target temperature at a rate consistent with current guidelines and with similar performance to alternative modalities. This may provide a more cost-effective and approachable core cooling option to community hospitals that only use water blankets or other surface methods.","Wayne, M. A.; Anderson, C.; Fisher, R.; Berry, D.; Diestelhorst, J. B.",20190715,"Intensive Care And Critical Care Medicine","10.1101/19001487",2,"Marvin A Wayne","PeaceHealth St. Joseph Medical Center","https://www.medrxiv.org/content/10.1101/19001487v2?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19001487v2.full.pdf","cc_no",NA,"All data used was de-identified and extracted with IRB permission from hospital records.  We hold securely that de-identified data.",2
