"ID","title","abstract","authors","date","category","doi","version","author_corresponding","author_corresponding_institution","link_page","link_pdf","license","published","data_avail"
863,"Violin plot data: A concerto of crucial information on valve thrombogenicity categorized in vitro by valve motion and inferred flow velocity","Objectives: We hypothesize that prosthetic valve thrombogenic potential may be inferred by valve regional flow velocity. This metric was used to compare two clinical valves and two experimental prototypes. Methods: Four our clinical and experimental prototype valve models were tested in aortic and mitral sites under pulsatile circulation in a pulse duplicator. An optical approach measuring projected dynamic valve area to gauge valve motion was implemented. Pulsatile pressures and flow rates were measured by conventional techniques and a quasi-steady flow tester was used to measure valve leakage. Regurgitant flow velocity was derived using time-dependent volumetric flow rate / projected dynamic valve area. Since flow velocity and fluid shear force are related through flow velocity gradient, thrombogenic potential for valves that achieve near closure during the forward flow deceleration phase were determined as regurgitant flow velocities relative to the control mechanical valve regurgitant flow velocity of -126 m/s. Analysis of the flow velocity data made use of Vioplot R* and VISIO software packages to provide split violin plots that represent probability of recurrence of data. Results: Thrombogenic potential was made dimensionless and ranged between -0.45 and +1.0. Negative thrombogenic potentials arise when transient rebound of valve occluder is accompanied by water-hammer phenomena. Positive thrombogenic potentials occur during decelerating forward flow. Bioprostheses had lowest thrombogenic potential transient of 0.15. A mock-transcatheter aortic valve replacement incorporating by design a trivial paravalvular leak (~1.35 ml/s) demonstrated a high transient thrombogenic potential of 0.95. Conclusions: Our data reveals distinct thrombogenic potential profile differences between valve models. If our study methods are verifiable, the design of future valves may utilize currently available experimental tools to produce advanced devices with significantly reduced thrombogenic potential.","Scotten, L. N.; Blundon, D.; Deutsch, M.-A.; Siegel, R.",20191202,"Cardiovascular Medicine","10.1101/19009407",4,"Lawrence N Scotten","Independent Consultant, Victoria, BC, Canada","https://www.medrxiv.org/content/10.1101/19009407v4?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009407v4.full.pdf","cc_by_nc",NA,"All data relevant to the study are included in the article or uploaded as supplementary information."
574,"Point-of-care serodiagnostic test for early-stage Lyme disease using a multiplexed paper-based immunoassay and machine learning","Caused by the tick-borne spirochete, Borrelia burgdorferi, Lyme disease (LD) is the most common vector-borne infectious disease in North America and Europe. Though timely diagnosis and treatment are effective in preventing disease progression, current tests are insensitive in early-stage LD, with a sensitivity <50%. Additionally, the serological testing currently recommended by the US Center for Disease Control has high costs (>$400/test) and extended sample-to-answer timelines (>24 hours). To address these challenges, we created a cost-effective and rapid point-of-care (POC) test for early-stage LD that assays for antibodies specific to seven Borrelia antigens and a synthetic peptide in a paper-based multiplexed vertical flow assay (xVFA). We trained a deep learning-based diagnostic algorithm to select an optimal subset of antigen/peptide targets, and then blindly-tested our xVFA using human samples (N(+) = 42, N(-)= 54), achieving an area-under-the-curve (AUC), sensitivity, and specificity of 0.950, 90.5%, and 87.0% respectively, outperforming previous LD POC tests. With batch-specific standardization and threshold tuning, the specificity of our blind-testing performance improved to 96.3%, with an AUC and sensitivity of 0.963 and 85.7%, respectively.","Joung, H.-A.; Ballard, Z. S.; Wu, J.; Tseng, D. K.; Teshome, H.; Zhang, L.; Horn, E. J.; Arnaboldi, P. M.; Dattwyler, R. J.; Garner, O. B.; Carlo, D. D.; Ozcan, A.",20191022,"Pathology","10.1101/19009423",1,"Aydogan Ozcan","UCLA","https://www.medrxiv.org/content/10.1101/19009423v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009423v1.full.pdf","cc_by_nc_nd","10.1021/acsnano.9b08151","We declare that all the data supporting the findings of this work are available within the manuscript. Additional data may be requested from the corresponding author."
517,"Association of polygenic risk scores for coronary artery disease with subsequent events amongst established cases","Background: There is growing evidence that polygenic risk scores (PRS) can be used to identify individuals at high lifetime risk of coronary artery disease (CAD). Whether they can also be used to stratify risk of subsequent events among those surviving a first CAD event remains uncertain. Methods: Using two subsamples of UK Biobank, defined at baseline as prevalent CAD (N=10,287) and without CAD (N=393,108), we evaluated associations between a CAD PRS and incident cardiovascular and fatal outcomes, during a median follow up of 7.8 years. Results: A 1 S.D. higher PRS was associated with increased risk of incident MI in participants without CAD (OR 1.33; 95% C.I. 1.29, 1.38), but the effect estimate was markedly attenuated in those with prevalent CAD (OR 1.15; 95% C.I. 1.06, 1.25); heterogeneity P =0.0012. Additionally, among prevalent CAD cases, we found evidence of an inverse association between the CAD PRS and risk of all-cause death (OR 0.91; 95% C.I. 0.85, 0.98) compared to those without CAD (OR 1.01; 95% C.I. 0.99, 1.03); heterogeneity P =0.0041. A similar inverse association was found for ischaemic stroke (Prevalent CAD (OR 0.78; 95% C.I. 0.67, 0.90); without CAD (OR 1.09; 95% C.I. 1.04, 1.15), heterogeneity P < 0.001). Conclusions: Bias induced by case stratification and survival into UK Biobank may attenuate, or reverse, associations of polygenic risk scores derived from case-control studies or populations initially free of disease. Polygenic risk scores for subsequent events should be derived from new genome wide association studies conducted in patients with established disease.","Howe, L. J.; Dudbridge, F.; Schmidt, A. F.; Finan, C.; Denaxas, S.; Asselbergs, F. W.; Hingorani, A. D.; Patel, R. S.",20191016,"Genetic And Genomic Medicine","10.1101/19009431",1,"Riyaz S Patel","University College London","https://www.medrxiv.org/content/10.1101/19009431v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009431v1.full.pdf","cc_by",NA,"The summary statistics for the GWAS of all-cause mortality amongst CAD cases in UK Biobank conducted in this study will be made publicly available upon study publication."
559,"Seroprevalence of Varicella Zoster virus in China: an age-stratifed systematic review and meta-analysis","OBJECTIVES: the aim of this meta-analysis was pooled on the comprehensive information of the epidemiology of VZV infection and analyzed the seropositivity of VZV-IgG antibodies in different age groups in China, so as to arouse people's attention on VZV. DESIGN: Systematic review DATA SOURCES: Sources included on PubMed, the China National Knowledge Infrastructure (CNKI) database, WANFANG database and the Chinese Scientific Journals Full-Text Database (CQVIP) from 1997 to 2019. ELIGIBILITY CRITERIA: (1) the Chinese and English literatures of study on varicella-zoster virus immunization epidemics in different regions of China; (2) The literature has obvious age stratification; (3) The subjects are general people; (4) VZV sero-prevalence in the population investigated by the literature research institute. Exclusion criteria: Any study that did not contain these information was excluded. DATA EXTRACTION AND SYNTHESIS: Two evaluators independently retrieved documents and extracted data. Information about the study design, eligible population, age and gender distribution, inclusion and exclusion criteria were checked. When they disagreed, they could solve the problem by discussion or by soliciting opinions from third parties. RESULTS: Literatures were screened according to the inclusion criteria and 10 studies from 1997 to 2019 with a total of 11666 individuals were included. The overall VZV seroprevalence in the Chinese population was 65.80% (95% CI; 56.5% - 75.1%), and the peak prevalence was seen in the age 36-45 93.50% (95% CI; 0.917-0.953) while the VZV seroprevalence rate (82.20%, 95% CI: 0.544-1.099) was not increased in individuals of 45 and older. CONCLUSION: The incidence of VZV increases with age, and there was no significant difference between different genders or regions. This results can provide epidemiological evidence for the prevention and treatment of VZV.","Wang, L.; Sun, F.; Liu, S.; Zhang, H.; Lu, B.; Shao, X.; Zhang, M.; Li, Z.",20191021,"Dermatology","10.1101/19009449",1,"Zhengwei Li","The First Affiliated Hospital of Xian Medical University","https://www.medrxiv.org/content/10.1101/19009449v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009449v1.full.pdf","cc_by_nd",NA,"none"
766,"Olanzapine Combined with 5-HT3 RA Plus Dexamethasone for Prevention and Treatment of Chemotherapy-Induced Nausea and Vomiting in High and Moderate Emetogenic Chemotherapy: A Systematic Review and Meta-Analysis of Randomized Controlled Trials","Objectives: We performed a pooled analysis to evaluate the efficacy and adverse events (AEs) of olanzapine combined with dexamethasone plus compared with 5 HT3 RA plus dexamethasone for the prevention and treatment of chemotherapy-induced nausea and vomiting (CINV) in high and moderate emetogenic chemotherapy based on randomized controlled trials (RCTs). Methods: PubMed, EMBASE, Web of Science, the Cochrane Library, China Biomedical Literature database (CBM), WanFang Database, China National Knowledge Infrastructure (CNKI), and Chinese Science and Technology Periodical Database (VIP) (from their inception to April 2019) were searched to capture relevant articles. Relative risk (RR) with 95% confidence intervals (CIs) for CINV and AEs were all extracted or calculated. Result: Eleven studies with 1107 cancer patients were involved in this review. The pooled RR of delayed CINV (RR=0.50, 95%CI: 0.38 0.66, P<0.01) were significant decreased in olanzapine group. Besides, the occurrence of insomnia was statistically decreased. The rate of acute CINV (RR=0.60, 95%CI: 0.48 0.75, P<0.01) was also significant decreased. However only the percent of CINV III and CINV IV were significant deceased in acute and delayed phase. Subgroup analysis demonstrated that the efficacy was no statistically significant difference between 5mg and 10mg for olanzapine. Conclusion: Olanzapine significant decreased the occurrence of CINV III and CINV IV and insomnia in high and moderately emetogenic chemotherapy. Compared with 10mg per day, 5mg oral may be more appropriate for patients with cancer.","Zhou, J.; Huang, L.; Jin, S.-H.; Xc, C.; Ma, H.",20191118,"Oncology","10.1101/19009456",2,"Jianguo Zhou Sr.","Affiliated Hospital of Zunyi Medical University","https://www.medrxiv.org/content/10.1101/19009456v2?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009456v2.full.pdf","cc_no","10.1093/annonc/mdz261.007","All data of our review were extracted from the articles which published on journal."
600,"Immune response and endocytosis pathways are associated with the escape of Alzheimer's Disease","The risk to develop and escape Alzheimer's disease (AD) is influenced by a constellation of genetic variants, each associated with specific molecular pathways. Different pathways may differentially contribute to the modification of the AD-risk. We studied the molecular mechanisms that explain the extreme ends of the cognitive spectrum by comparing pathway-specific polygenic risk scores (pathway-PRS) in individuals with AD and those who escaped AD until old age. We used 29 genetic variants associated with AD to calculate pathway-PRS for five major pathways involved in AD. We developed an integrative framework that allows multiple genes to associate with a variant, and multiple pathways to associate with a gene. We studied pathway-PRS in patients with AD (N=1,909), population controls (N=1,654), and cognitively healthy centenarians who escaped AD (N=293). Last, we estimated the contribution of each pathway to the genetic risk of AD in the general population. All pathway-PRS significantly associated with increased AD-risk and escaping AD (p<0.05). The pathway that contributed the most to the overall modulation of AD-risk was {beta}-amyloid metabolism (32%), driven mainly by APOE variants. After excluding APOE variants, all pathway-PRS associated with increased AD-risk (p<0.05), while specifically immune response (p=3.1x10-3) and endocytosis (p=3.8x10-4) associated with escaping AD. These pathways were the main contributors to the overall modulation of genetic risk of AD (41.3% and 21.4%, respectively). Our work suggests that immune response and endocytosis might be involved in general neuro-protective functions, and highlights the need to study these pathways, next to {beta}-amyloid metabolism.","Tesi, N.; Van Der Lee, S.; Hulsman, M.; Jansen, I.; Stringa, N.; Van Schoor, N.; Scheltens, P.; Van Der Flier, W.; Huisman, M.; Reinders, M.; Holstege, H.",20191025,"Genetic And Genomic Medicine","10.1101/19009464",2,"Henne Holstege","Amsterdam UMC, Amsterdam","https://www.medrxiv.org/content/10.1101/19009464v2?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009464v2.full.pdf","cc_by_nc_nd",NA,"We provide in the supplements the estimates to construct pathway-specific polygenic risk scores with any genotype data. The genotype data that we used in this work are not publicly available. If interested, you may contact us."
580,"Randomized controlled trial combining constraint-induced movement therapy and action-observation training in unilateral cerebral palsy: clinical effects and influencing factors of treatment response.","Introduction. Constraint-induced movement therapy (CIMT) improves upper limb (UL) motor execution in unilateral cerebral palsy (uCP). As these children also show motor planning deficits, action-observation training (AOT) might be of additional value. Here, we investigated the combined effect of AOT to CIMT and identified factors influencing treatment response. Methods. Forty-four children with uCP (mean 9y6m, SD 1y10m) participated in a 9-day camp wearing a splint for 6 hours/day and were allocated to the CIMT+AOT (n=22) and the CIMT+placebo group (n=22). The CIMT+AOT group received 15 hours of AOT (i.e. video-observation) and executed the observed tasks, whilst the CIMT+AOT group watched videos free of biological motion and executed the same tasks. The primary outcome measure was bimanual performance. Secondary outcomes included measures at body function and activity level assessed before (T1), after (T2) the intervention, and at 6 months follow-up (T3). Influencing factors included behavioural and neurological characteristics. Results. Although no between-groups differences were found (p>0.05), the addition of AOT led to higher gains in children with initially poorer bimanual performance (p=0.02). Both groups improved in all outcome measures after the intervention and retained the gains at follow up (p<0.01). Poor sensory function resulted in larger improvements in the total group (p=0.03) and high amount of mirror movements tended to result in better response to the additional AOT training (p=0.06). Improvements were similar irrespective of the type of brain lesion or corticospinal tract wiring pattern. Conclusions. Adding AOT to CIMT, resulted in better outcome for children with poor motor function and high amount of mirror movements. CIMT with or without AOT seems to be more beneficial for children with poor sensory function. Trial registration: Registered at ClinicalTrials.gov on 22nd August 2017 (Identifier: NCT03256357).","Simon-Martinez, C.; Mailleux, L.; Hoskens, J.; Ortibus, E.; Jaspers, E.; Wenderoth, N.; Sgandurra, G.; Cioni, G.; Molenaers, G.; Klingels, K.; Feys, H.",20191022,"Rehabilitation Medicine And Physical Therapy","10.1101/19009472",1,"Cristina Simon-Martinez","KU Leuven","https://www.medrxiv.org/content/10.1101/19009472v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009472v1.full.pdf","cc_by_nc_nd","10.1177/1756286419898065","The data is available upon request to the corresponding author"
906,"PheWAS-ME: A web-app for interactive exploration of multimorbidity patterns in PheWAS","Summary: Electronic health records (EHRs) linked with a DNA biobank provide unprecedented opportunities to use big data for biomedical research in precision medicine. The Phenome-wide association study (PheWAS) is a widely used technique for high-throughput evaluation of relationships between a set of genetic variants and a large collection of clinical phenotypes recorded in EHRs. PheWAS analyses are typically presented as static tables and charts of summary statistics obtained from statistical tests of association between pairs of a genetic variant and individual phenotypes. Comorbidities are common and typically lead to complex, multivariate gene-disease association signals that are challenging to interpret. Discovering and interrogating multimorbidity patterns and their influence in PheWAS is difficult and time- consuming. Here, we present a web application to visualize individual-level genotype and phenotype data side-by-side with PheWAS analysis results in an interactive dashboard, allowing researchers to explore multimorbidity patterns and their associations with a genetic variant of interest. We expect this application to enrich PheWAS analyses by illuminating clinical multimorbidity patterns present in the data.","Strayer, N.; Shirey-Rice, J. K.; Shyr, Y.; Denny, J. C.; Pulley, J. M.; Xu, Y.",20191209,"Health Informatics","10.1101/19009480",3,"Yaomin Xu","Vanderbilt University","https://www.medrxiv.org/content/10.1101/19009480v3?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009480v3.full.pdf","cc_by_nc",NA,"A demo PheWAS-ME application is publicly available at https://prod.tbilab.org/phewas_me/. A sample simulated-dataset is provided for exploration with the option to upload custom PheWAS results and corresponding individual-level data. The source code is available as an R package on GitHub (https://github.com/tbilab/multimorbidity_explorer)."
533,"A Network Analysis Framework to Improve the Delivery of Mosquito Abatement Services in Machala, Ecuador","Background: Vector-borne disease places a high health and economic burden in the American tropics. Comprehensive vector control programs remain the primary method of containing local outbreaks. With limited resources, many vector control operations struggle to serve all affected communities within their districts. In the coastal city of Machala, Ecuador, vector control services, such as application of larvicides and truck-mounted fogging, are delivered through two deployment facilities managed by the Ecuadorian Ministry of Health. Public health professionals in Machala face several logistical issues when delivering mosquito abatement services, namely applying limited resources in ways that will most effectively suppress vectors of malaria, dengue, and encephalitis viruses. Methods: Using a transportation network analysis framework, we built models of service areas and optimized delivery routes based on distance costs associated with accessing neighborhoods throughout the city. Optimized routes were used to estimate the relative cost of accessing neighborhoods for mosquito control services in Machala, creating a visual tool to guide decision makers and maximize mosquito control program efficiency. Location-allocation analyses were performed to evaluate efficiency gains of moving service deployment to other available locations with respect to distance to service hub, neighborhood population, dengue incidence, and housing condition. Results: Using this framework, we identified different locations for targeting mosquito control efforts, dependent upon management goals and specified risk factors of interest, including human population, housing condition, and reported dengue incidence. Our models indicate that neighborhoods on the periphery of Machala with the poorest housing conditions are the most costly to access. Optimal locations of facilities for deployment of control services change depending on pre-determined management priorities, increasing the population served via inexpensive routes up to 34.9%, and reducing overall cost of accessing neighborhoods up to 12.7%. Conclusions: Our transportation network models indicate that current locations of mosquito control facilities in Machala are not ideal for minimizing driving distances or maximizing populations served. Services may be optimized by moving vector control operations to other existing public health facilities in Machala. This work represents a first step in creating a spatial tool for planning and critically evaluating the systematic delivery of mosquito control services in Machala and elsewhere.","Lippi, C. A.; Mao, L.; Stewart-Ibarra, A. M.; Heydari, N.; Beltran Ayala, E.; Burkett-Cadena, N. D.; Blackburn, J. K.; Ryan, S. J.",20191018,"Infectious Diseases","10.1101/19009498",1,"Catherine A Lippi","University of Florida","https://www.medrxiv.org/content/10.1101/19009498v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009498v1.full.pdf","cc_by_nc_nd","10.1186/s12942-020-0196-6","The data that support the findings of this study are available from INEC and the MoH, Ecuador, but restrictions apply to the availability of these data, which were used under license for the current study, and so are not publicly available. Data are however available from the authors upon reasonable request and with permission of INEC and the MoH, Ecuador."
551,"Genetic profile and functional proteomics of anal squamous cell carcinoma: proposal for a molecular classification","Background: Anal squamous cell carcinoma is a rare tumor. Chemo-radiotherapy yields a 50% 3-year relapse-free survival rate in advanced anal cancer, so improved predictive markers and therapeutic options are needed. Methods: High-throughput proteomics and whole-exome sequencing were performed in 46 paraffin samples from anal squamous cell carcinoma patients. Hierarchical clustering was used to establish groups de novo. Then, probabilistic graphical models were used to study the differences between groups of patients at the biological process level. Results: A molecular classification into two groups of patients was established, one group with increased expression of proteins related to adhesion, T lymphocytes and glycolysis; and the other group with increased expression of proteins related to translation and ribosomes. The probabilistic graphical model showed that these two groups presented differences in metabolism, mitochondria, translation, splicing and adhesion processes. Additionally, these groups showed different frequencies of genetic variants in some genes, such as ATM, SLFN11 and DST. Finally, genetic and proteomic characteristics of these groups suggested the use of some possible targeted therapies, such as PARP inhibitors or immunotherapy. Conclusions: In this study, a molecular classification of anal squamous cell carcinoma using high-throughput proteomics and whole-exome sequencing data was proposed. Moreover, differences between the two established groups suggested some possible therapies.","Trilla-Fuertes, L.; Ghanem, I.; Gamez-Pozo, A.; Maurel, J.; G-Pastrian, L.; Mendiola, M.; Pena, C.; Lopez-Vacas, R.; Prado-Vazquez, G.; Lopez-Camacho, E.; Zapater-Moros, A.; Heredia, V.; Cuatrecasas, M.; Garcia-Alfonso, P.; Capdevila, J.; Conill, C.; Garcia-Carbonero, R.; Ramos-Ruiz, R.; Fortes, C.; Llorens, C.; Nanni, P.; Fresno, J. A.; Feliu, J.",20191018,"Oncology","10.1101/19009522",1,"Jaime Feliu","Hospital Universitario La Paz","https://www.medrxiv.org/content/10.1101/19009522v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009522v1.full.pdf","cc_no","10.1074/mcp.RA120.001954","The proteomics data generated during the current study are available in Chorus repository (https://chorusproject.org/pages/index.html). The exome sequencing data are available in SRA https://www.ncbi.nlm.nih.gov/sra) under the name PRJNA573670."
629,"Elevated heart rate after non-cardiac surgery: post-hoc analysis of a prospective observational cohort study","Background: Elevated heart rate (HR) is associated with accelerated mortality and independently predicts poorer outcomes in patients discharged from hospital after myocardial infarction and/or heart failure. We examined whether resting HR measured within 24 hours of hospital discharge following elective non-cardiac surgery was elevated compared to preoperative values. We also investigated the relationship between changes in HR and autonomic function associated with morbidity after surgery. Methods: We conducted a post-hoc analysis of HR data obtained in a prospective observational cohort study of patients >18years in whom serial Holter-based measurements of cardiac autonomic activity were made before, and for 48h after, surgery. The primary outcome was absolute discharge HR (beats minute-1), recorded at rest before hospital discharge. We examined the association between quartiles of discharge HR and autonomic measures (time/frequency domain heart rate variability) associated with morbidity (defined by the Postoperative Morbidity Survey). Results: In 157 patients (66 (42%) male; age 67(9) years), HR at hospital discharge (range: 53-122) increased by 5 beats minute-1 (95%CI:3-7;p<0.001) compared to preoperative values. Patients in the upper quartile of discharge HR (>87bpm) were more likely to sustain pulmonary (odds ratio (OR):2.18 (95%CI:1.07-4.44);p=0.03) and infectious (OR:2.31 (95%CI:1.13-4.75);p=0.02) morbidity within seven days of surgery, compared to lower quartiles. Pulmonary/infectious morbidity was associated with loss of cardiac vagal activity. Conclusions: Heart rate on discharge from hospital following major elective non-cardiac surgery is frequently elevated and is promoted by morbidity associated with reductions in cardiac vagal activity.","Patel, A. B. U.; May, S. M.; Reyes, A.; Martir, G.; Abbott, T. E. F.; Brealey, D.; Stephens, R. C. M.; Ackland, G. L.",20191102,"Anesthesia","10.1101/19009530",1,"Gareth L. Ackland","Queen Mary University of London","https://www.medrxiv.org/content/10.1101/19009530v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009530v1.full.pdf","cc_by_nc_nd",NA,"all enquiries to corresponding author g.ackland@qmul.ac.uk"
556,"Simulation models of dengue transmission in Funchal, Madeira Island: influence of seasonality","The recent emergence and established presence of Aedes aegypti in the Autonomous Region of Madeira, Portugal, was responsible for the first autochthonous outbreak of dengue in Europe. The island has not reported any dengue cases since the outbreak in 2012. However, there is a high risk that an introduction of the virus would result in another autochthonous outbreak given the presence of the vector and permissive environmental conditions. Understanding the dynamics of a potential epidemic is critical for targeted local control strategies. Here, we adopt a deterministic model for the transmission of dengue in Aedes aegypti mosquitoes. The model integrates empirical and mechanistic parameters for virus transmission, under seasonally varying temperatures for Funchal, Madeira Island. We examine the epidemic dynamics as triggered by the arrival date of an infectious individual; the influence of seasonal temperature mean and variation on the epidemic dynamics; and performed a sensitivity analysis on the following quantities of interest: the epidemic peak size, time to peak and the final epidemic size. Our results demonstrate the potential for summer to early winter transmission of dengue, with the arrival date significantly affecting the distribution of the timing and peak size of the epidemic. Mid-summer to early autumn arrivals are more likely to produce larger epidemics within a short peak time. Epidemics within this favorable period had an average of 18% of the susceptible population infected at the peak, at an average peak time of 70 days. We also demonstrated that seasonal temperature variation dramatically affects the epidemic dynamics, with warmer starting temperatures producing peaks more quickly after an introduction and larger epidemics. Overall, our quantities of interest were most sensitive to variance in the date of arrival, seasonal temperature, biting rate, transmission rates, and the mosquito population; the magnitude of sensitivity differs across quantities. Our model could serve as a useful guide in the development of effective local control and mitigation strategies for dengue fever in Madeira Island.","Salami, D.; Capinha, C.; Sousa, C. A.; Martins, M. D. R. O.; Lord, C.",20191018,"Infectious Diseases","10.1101/19009555",1,"Donald Salami","Instituto de Higiene e Medicina Tropical, Universidade Nova de Lisboa, Lisbon, Portugal","https://www.medrxiv.org/content/10.1101/19009555v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009555v1.full.pdf","cc_by",NA,"Entomological data for Madeira Island are available from: http://doc.iasaude.pt/mosquito/index.php/boletins/entomologicos ; Historical temperature data for Funchal, Madeira Island are available from: https://www.wunderground.com/; All other relevant data are within the paper and its Supporting Information files."
557,"Hepatitis B virus resistance to tenofovir: fact or fiction? A synthesis of the evidence to date","Background: Tenofovir (TFV) is a widely used antiviral treatment for chronic hepatitis B virus (HBV) infection. There is a high genetic barrier to the selection of TFV resistance-associated mutations (RAMs), but the distribution and clinical significance of TFV RAMs are not well understood, and the topic remains contentious. We here present assimilated evidence for putative TFV RAMs with the aims of cataloguing and characterising mutations that have been reported, and starting to develop insights into the mechanisms of resistance and potential clinical significance. Methods: We carried out a systematic literature search in PubMed to identify clinical, in vitro and in silico evidence of TFV resistance. The structure of HBV reverse transcriptase (RT) has not been solved; we therefore compared HBV RT to the crystal structure for HIV RT to map the likely sites of RAMs. Results: We identified a long-list of 37 putative TFV RAMs in HBV RT, occurring within and outside sites of enzyme activity, some of which can be mapped onto a homologous HIV RT structure. Based on quality and quantity of supporting data, we generated a short-list of nine sites that are supported by the most robust evidence. Most resistance arises as a result of suites of multiple RAMs. Other factors including adherence, viral load, HBeAg status, HIV coinfection and NA dosage may also influence viraemic suppression. Conclusion: There is emerging evidence for polymorphisms that may reduce susceptibility to TVF. A better understanding of HBV drug resistance is imperative to optimise approaches to public health elimination targets.","Mokaya, J.; Mcnaughton, A. L.; Bester, P. A.; Goedhals, D.; Barnes, E.; Marsden, B. D.; Matthews, P. C.",20191018,"Infectious Diseases","10.1101/19009563",1,"Philippa C Matthews","Nuffield Department of Medicine, Medawar Building, South Parks Road, Oxford OX1 3SY, UK","https://www.medrxiv.org/content/10.1101/19009563v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009563v1.full.pdf","cc_by",NA,"Data availability
All data generated or analysed during this study are included in this published article (and its Supplementary Information files).
"
545,"Dengue importation into Europe: a network connectivity-based approach","The spread of dengue through global human mobility is a major public health concern. A key challenge is understanding the transmission pathways and mediating factors that characterized the patterns of dengue importation into non-endemic areas. Utilizing a network connectivity-based approach, we analyze the importation patterns of dengue fever into European countries. Seven connectivity indices were developed to characterize the role of the air passenger traffic, seasonality, incidence rate, geographical proximity, epidemic vulnerability, and wealth of a source country, in facilitating the transport and importation of dengue fever. We used generalized linear mixed models (GLMMs) to examine the relationship between dengue importation and the connectivity indices while accounting for the air transport network structure. We also incorporated network autocorrelation within a GLMM framework to investigate the propensity of a European country to receive an imported case, by virtue of its position within the air transport network. The connectivity indices and dynamical processes of the air transport network were strong predictors of dengue importation in Europe. With more than 70% of the variation in dengue importation patterns explained. We found that transportation potential was higher for source countries with seasonal dengue activity, high passenger traffic, high incidence rates, lower economic status, and geographical proximity to a destination country in Europe. We also found that position of a European country within the air transport network was a strong predictor of the country' propensity to receive an imported case. Our findings provide evidence that the importation patterns of dengue into Europe can be largely explained by appropriately characterizing the heterogeneities of the source, and topology of the air transport network. This contributes to the foundational framework for building integrated predictive models for bio-surveillance of dengue importation.","Salami, D.; Capinha, C.; Martins, M. D. R. O.; Sousa, C. A.",20191018,"Public And Global Health","10.1101/19009589",1,"Donald Salami","Institute of Hygiene and Tropical Medicine, Universidade Nova de Lisboa, Lisbon, Portugal","https://www.medrxiv.org/content/10.1101/19009589v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009589v1.full.pdf","cc_by","10.1371/journal.pone.0230274","Disease (dengue) data are available by requested from European Centre for Disease Prevention and Control (ECDC); The air travel data used in this study are owned by the International Air Travel Association(IATA), limited access to this data was furnished under a non-disclosure agreement by International Air Travel Association (IATA)- Passenger Intelligence Services (PaxIS), strictly for the purpose of a doctoral thesis. Sources of all other relevant data are referenced within the paper."
604,"The Integrated Voxel Analysis Method (IVAM) to Diagnose Onset of Alzheimer's Disease and Identify Brain Regions through Structural MRI Images.","Magnetic Resonance Imaging (MRI) provides three-dimensional anatomical and physiological details of the human brain. We describe the Integrated Voxel Analysis Method (IVAM) which, through machine learning, classifies MRI images of brains afflicted with early Alzheimer's Disease (AD). This fully automatic method uses an extra trees regressor model in which the feature vector input contains the intensities of voxels, whereby the effect of AD on a single voxel can be predicted. The resulting tree predicts based on the following two steps: a K-nearest neighbor (KNN) algorithm based on Euclidean distance with the feature vector to classify whole images based on their distribution of affected voxels and a voxel-by-voxel classification by the tree of every voxel in the image. An Ising model filter follows voxel-by-voxel tree-classification to remove artifacts and to facilitate clustering of classification results which identify significant voxel clusters affected by AD. We apply this method to T1-weighted MRI images obtained from the Open Access Series of Imaging Studies (OASIS) using images belonging to normal and early AD-afflicted individuals associated with a Client Dementia Rating (CDR) which we use as the target in the supervised learning. Furthermore, statistical analysis using a pre-labeled brain atlas automatically identifies significantly affected brain regions. While achieving 90% AD classification accuracy on 198 images in the OASIS dataset, the method reveals morphological differences caused by the onset of AD.","Hur, M.; Aghajanyan, A.",20191029,"Neurology","10.1101/19009597",1,"Matthew Hur","Yale University","https://www.medrxiv.org/content/10.1101/19009597v1?versioned=TRUE","https://www.medrxiv.org/content/10.1101/19009597v1.full.pdf","cc_no",NA,"The code for IVAM is freely available on GitHub."
